ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-18 13:07:00,VR Queen Street Auckland,2026-09-26,Standard King Room,72,USD,False,Room Only,42
2026-09-18 13:07:00,VR Queen Street Auckland,2026-10-03,Compact Single Room,68,USD,True,Room Only,49
2026-09-18 13:07:00,VR Queen Street Auckland,2026-10-06,Compact Single Room,44,USD,False,Room Only,69
2026-09-18 13:07:00,VR Queen Street Auckland,2026-10-13,Compact Single Room,48,USD,False,Room Only,69
2026-09-18 13:07:00,VR Auckland City,2026-09-26,Studio Apartment,102,USD,False,Room Only,32
2026-09-18 13:07:00,VR Auckland City,2026-10-03,Studio Apartment,79,USD,False,Room Only,22
2026-09-18 13:07:00,VR Auckland City,2026-10-06,Studio Apartment,70,USD,False,Room Only,27
2026-09-18 13:07:00,VR Auckland City,2026-10-13,Studio Apartment,58,USD,False,Room Only,30
2026-09-18 13:07:00,Shakespeare Hotel Auckland,2026-09-26,Triple Room,294,USD,False,Room Only,58
2026-09-18 13:07:00,Shakespeare Hotel Auckland,2026-10-03,Triple Room,294,USD,False,Room Only,50
2026-09-18 13:07:00,Shakespeare Hotel Auckland,2026-10-06,Superior Twin Room,151,USD,False,Room Only,70
2026-09-18 13:07:00,Shakespeare Hotel Auckland,2026-10-13,Twin Room,145,USD,False,Room Only,103
2026-09-18 13:07:00,Auckland City Hotel,2026-09-26,Standard Twin Room,65,USD,False,Room Only,62
2026-09-18 13:07:00,Auckland City Hotel,2026-10-03,Standard Queen Room,68,USD,False,Room Only,45
2026-09-18 13:07:00,Auckland City Hotel,2026-10-06,Standard Queen Room,68,USD,False,Room Only,96
2026-09-18 13:07:00,Auckland City Hotel,2026-10-13,Standard Twin Room,64,USD,False,Room Only,107
2026-09-18 13:07:00,ibis budget Auckland Central,2026-09-26,Double Studio,60,USD,False,Room Only,22
2026-09-18 13:07:00,ibis budget Auckland Central,2026-10-03,Double Studio,62,USD,False,Room Only,34
2026-09-18 13:07:00,ibis budget Auckland Central,2026-10-06,Double Studio,49,USD,False,Room Only,34
2026-09-18 13:07:00,ibis budget Auckland Central,2026-10-13,Twin Studio,58,USD,False,Room Only,28
2026-09-18 13:07:00,The Quadrant Hotel & Suites Auckland,2026-09-26,Deluxe Queen Studio,86,USD,False,Room Only,37
2026-09-18 13:07:00,The Quadrant Hotel & Suites Auckland,2026-10-03,Classic One Bedroom Apartment,81,USD,False,Room Only,16
2026-09-18 13:07:00,The Quadrant Hotel & Suites Auckland,2026-10-06,Classic One Bedroom Apartment,60,USD,False,Room Only,32
2026-09-18 13:07:00,The Quadrant Hotel & Suites Auckland,2026-10-13,Classic One Bedroom Apartment,56,USD,False,Room Only,44
2026-09-18 13:07:00,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",98,USD,True,Room Only,14
2026-09-18 13:07:00,Copthorne Hotel Auckland City,2026-10-03,"Superior Room, 1 King Bed",88,USD,False,Room Only,57
2026-09-18 13:07:00,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",62,USD,False,Room Only,55
2026-09-18 13:07:00,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",65,USD,False,Room Only,49
2026-09-18 13:07:00,Albion Hotel Auckland,2026-10-03,Petite Room,118,USD,False,Room Only,46
2026-09-18 13:07:00,Albion Hotel Auckland,2026-10-06,Petite Room,83,USD,False,Room Only,47
2026-09-18 13:07:00,Albion Hotel Auckland,2026-10-13,Petite Room,94,USD,True,Room Only,46
2026-09-18 13:07:00,Ascotia Off Queen Auckland,2026-09-26,Queen Room,77,USD,True,Room Only,29
2026-09-18 13:07:00,Ascotia Off Queen Auckland,2026-10-03,Queen Room,54,USD,True,Room Only,40
2026-09-18 13:07:00,Ascotia Off Queen Auckland,2026-10-06,Queen Room,49,USD,True,Room Only,48
2026-09-18 13:07:00,Ascotia Off Queen Auckland,2026-10-13,Queen Room,54,USD,True,Room Only,43
2026-09-18 13:07:00,Abstract Hotel,2026-09-26,Accessible Studio,72,USD,False,Room Only,86
2026-09-18 13:07:00,Abstract Hotel,2026-10-03,Little Lux Studio,85,USD,False,Room Only,82
2026-09-18 13:07:00,Abstract Hotel,2026-10-06,Little Lux Studio,62,USD,False,Room Only,85
2026-09-18 13:07:00,Abstract Hotel,2026-10-13,Little Lux Studio,61,USD,False,Room Only,77
2026-09-18 13:07:00,Edit Auckland Central,2026-09-26,STUDIO Snug,74,USD,False,Room Only,106
2026-09-18 13:07:00,Edit Auckland Central,2026-10-03,STUDIO Snug,58,USD,False,Room Only,106
2026-09-18 13:07:00,Edit Auckland Central,2026-10-06,STUDIO Snug,54,USD,False,Room Only,108
2026-09-18 13:07:00,Edit Auckland Central,2026-10-13,STUDIO Snug,56,USD,False,Room Only,101
