ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-25 22:37:00,VR Auckland City,2026-09-26,Studio Apartment,87,USD,,Room Only,25
2026-09-25 22:37:00,VR Auckland City,2026-10-03,Studio Apartment,94,USD,,Room Only,59
2026-09-25 22:37:00,VR Auckland City,2026-10-06,Studio Apartment,69,USD,,Room Only,119
2026-09-25 22:37:00,VR Auckland City,2026-10-13,Studio Apartment,58,USD,,Room Only,125
2026-09-25 22:37:00,Shakespeare Hotel Auckland,2026-10-03,"Double Room, 1 Queen Bed",57,USD,,Room Only,28
2026-09-25 22:37:00,Shakespeare Hotel Auckland,2026-10-06,Double Room,56,USD,,Room Only,22
2026-09-25 22:37:00,Shakespeare Hotel Auckland,2026-10-13,Double Room,50,USD,,Room Only,37
2026-09-25 22:37:00,Auckland City Hotel,2026-09-26,"Studio, Kitchenette",76,USD,,Room Only,23
2026-09-25 22:37:00,Auckland City Hotel,2026-10-03,Standard Twin Room,68,USD,,Room Only,272
2026-09-25 22:37:00,Auckland City Hotel,2026-10-06,Standard Twin Room,66,USD,,Room Only,712
2026-09-25 22:37:00,Auckland City Hotel,2026-10-13,Standard Queen Room,61,USD,,Room Only,527
2026-09-25 22:37:00,ibis budget Auckland Central,2026-09-26,Double Studio,75,USD,,Room Only,7
2026-09-25 22:37:00,ibis budget Auckland Central,2026-10-03,Double Studio,65,USD,,Room Only,447
2026-09-25 22:37:00,ibis budget Auckland Central,2026-10-06,Double Studio,51,USD,,Room Only,474
2026-09-25 22:37:00,ibis budget Auckland Central,2026-10-13,Double Studio,58,USD,,Room Only,434
2026-09-25 22:37:00,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",85,USD,,Room Only,118
2026-09-25 22:37:00,Copthorne Hotel Auckland City,2026-10-03,Suite 1 King,83,USD,,Room Only,353
2026-09-25 22:37:00,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",61,USD,,Room Only,459
2026-09-25 22:37:00,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",56,USD,,Room Only,306
2026-09-25 22:37:00,Albion Hotel Auckland,2026-09-26,Standard Double Room,60,USD,,Room Only,54
2026-09-25 22:37:00,Albion Hotel Auckland,2026-10-03,Triple Studio,70,USD,,Room Only,139
2026-09-25 22:37:00,Albion Hotel Auckland,2026-10-06,Standard Double Room,47,USD,,Room Only,128
2026-09-25 22:37:00,Albion Hotel Auckland,2026-10-13,Standard Double Room,47,USD,,Room Only,133
2026-09-25 22:37:00,Ascotia Off Queen Auckland,2026-09-26,Queen Room,68,USD,,Room Only,99
2026-09-25 22:37:00,Ascotia Off Queen Auckland,2026-10-03,Queen Room,54,USD,,Room Only,232
2026-09-25 22:37:00,Ascotia Off Queen Auckland,2026-10-06,Standard King Room,46,USD,,Room Only,228
2026-09-25 22:37:00,Ascotia Off Queen Auckland,2026-10-13,Queen Room,42,USD,,Room Only,277
2026-09-25 22:37:00,Abstract Hotel,2026-09-26,Studio,64,USD,,Room Only,111
2026-09-25 22:37:00,Abstract Hotel,2026-10-03,Cozy Studio,84,USD,,Room Only,172
2026-09-25 22:37:00,Abstract Hotel,2026-10-06,Cozy Studio,61,USD,,Room Only,182
2026-09-25 22:37:00,Abstract Hotel,2026-10-13,Cozy Studio,61,USD,,Room Only,191
2026-09-25 22:37:00,Edit Auckland Central,2026-09-26,Standard Studio King,75,USD,,Room Only,313
2026-09-25 22:37:00,Edit Auckland Central,2026-10-03,STUDIO Corporate King,79,USD,,Room Only,503
2026-09-25 22:37:00,Edit Auckland Central,2026-10-06,Standard Studio King,57,USD,,Room Only,663
2026-09-25 22:37:00,Edit Auckland Central,2026-10-13,STUDIO Corporate King,60,USD,,Room Only,663
