ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-26 02:37:00,VR Auckland City,2026-09-26,Studio Apartment,87,USD,,Room Only,25
2026-09-26 02:37:00,VR Auckland City,2026-10-03,Studio Apartment,94,USD,,Room Only,71
2026-09-26 02:37:00,VR Auckland City,2026-10-06,Studio Apartment,69,USD,,Room Only,135
2026-09-26 02:37:00,VR Auckland City,2026-10-13,Studio Apartment,58,USD,,Room Only,129
2026-09-26 02:37:00,Shakespeare Hotel Auckland,2026-10-03,"Double Room, 1 Queen Bed",57,USD,,Room Only,28
2026-09-26 02:37:00,Shakespeare Hotel Auckland,2026-10-06,Double Room,56,USD,,Room Only,28
2026-09-26 02:37:00,Shakespeare Hotel Auckland,2026-10-13,Double Room,50,USD,,Room Only,40
2026-09-26 02:37:00,Auckland City Hotel,2026-10-03,Standard Twin Room,72,USD,,Room Only,182
2026-09-26 02:37:00,Auckland City Hotel,2026-10-06,Standard Twin Room,66,USD,,Room Only,808
2026-09-26 02:37:00,Auckland City Hotel,2026-10-13,Standard Queen Room,61,USD,,Room Only,620
2026-09-26 02:37:00,ibis budget Auckland Central,2026-10-03,Double Studio,65,USD,,Room Only,475
2026-09-26 02:37:00,ibis budget Auckland Central,2026-10-06,Double Studio,51,USD,,Room Only,494
2026-09-26 02:37:00,ibis budget Auckland Central,2026-10-13,Double Studio,58,USD,,Room Only,475
2026-09-26 02:37:00,The Quadrant Hotel & Suites Auckland,2026-09-26,Classic One Bedroom Apartment,97,USD,,Room Only,33
2026-09-26 02:37:00,The Quadrant Hotel & Suites Auckland,2026-10-03,Classic One Bedroom Apartment,84,USD,,Room Only,107
2026-09-26 02:37:00,The Quadrant Hotel & Suites Auckland,2026-10-06,Deluxe Queen Studio,69,USD,,Room Only,272
2026-09-26 02:37:00,The Quadrant Hotel & Suites Auckland,2026-10-13,Deluxe Queen Studio,57,USD,,Room Only,323
2026-09-26 02:37:00,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",85,USD,,Room Only,103
2026-09-26 02:37:00,Copthorne Hotel Auckland City,2026-10-03,Suite 1 King,83,USD,,Room Only,353
2026-09-26 02:37:00,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",62,USD,,Room Only,464
2026-09-26 02:37:00,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",56,USD,,Room Only,316
2026-09-26 02:37:00,Albion Hotel Auckland,2026-09-26,Standard Double Room,53,USD,,Room Only,56
2026-09-26 02:37:00,Albion Hotel Auckland,2026-10-03,Triple Studio,70,USD,,Room Only,129
2026-09-26 02:37:00,Albion Hotel Auckland,2026-10-06,Standard Double Room,47,USD,,Room Only,144
2026-09-26 02:37:00,Albion Hotel Auckland,2026-10-13,Standard Double Room,47,USD,,Room Only,133
2026-09-26 02:37:00,Ascotia Off Queen Auckland,2026-09-26,Standard King Room,72,USD,,Room Only,60
2026-09-26 02:37:00,Ascotia Off Queen Auckland,2026-10-03,Queen Room,54,USD,,Room Only,238
2026-09-26 02:37:00,Ascotia Off Queen Auckland,2026-10-06,Standard King Room,46,USD,,Room Only,251
2026-09-26 02:37:00,Ascotia Off Queen Auckland,2026-10-13,Queen Room,42,USD,,Room Only,350
2026-09-26 02:37:00,Abstract Hotel,2026-09-26,Cozy Studio,68,USD,,Room Only,109
2026-09-26 02:37:00,Abstract Hotel,2026-10-03,Cozy Studio,84,USD,,Room Only,184
2026-09-26 02:37:00,Abstract Hotel,2026-10-06,Cozy Studio,61,USD,,Room Only,193
2026-09-26 02:37:00,Abstract Hotel,2026-10-13,Cozy Studio,61,USD,,Room Only,194
2026-09-26 02:37:00,Edit Auckland Central,2026-09-26,Standard Studio King,75,USD,,Room Only,268
2026-09-26 02:37:00,Edit Auckland Central,2026-10-03,STUDIO Corporate King,79,USD,,Room Only,519
2026-09-26 02:37:00,Edit Auckland Central,2026-10-06,Standard Studio King,57,USD,,Room Only,664
2026-09-26 02:37:00,Edit Auckland Central,2026-10-13,STUDIO Corporate King,60,USD,,Room Only,526
