ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-24 19:37:00,VR Auckland City,2026-09-26,Studio Apartment,105,USD,,Room Only,40
2026-09-24 19:37:00,VR Auckland City,2026-10-03,Studio Apartment,83,USD,,Room Only,103
2026-09-24 19:37:00,VR Auckland City,2026-10-06,Studio Apartment,69,USD,,Room Only,129
2026-09-24 19:37:00,VR Auckland City,2026-10-13,Studio Apartment,58,USD,,Room Only,119
2026-09-24 19:37:00,Shakespeare Hotel Auckland,2026-10-03,"Double Room, 1 Queen Bed",58,USD,,Room Only,28
2026-09-24 19:37:00,Shakespeare Hotel Auckland,2026-10-06,Double Room,56,USD,,Room Only,28
2026-09-24 19:37:00,Shakespeare Hotel Auckland,2026-10-13,Double Room,50,USD,,Room Only,40
2026-09-24 19:37:00,Auckland City Hotel,2026-09-26,"Studio, Kitchenette",105,USD,,Room Only,121
2026-09-24 19:37:00,Auckland City Hotel,2026-10-03,Standard Twin Room,62,USD,,Room Only,253
2026-09-24 19:37:00,Auckland City Hotel,2026-10-06,Standard Twin Room,68,USD,,Room Only,712
2026-09-24 19:37:00,Auckland City Hotel,2026-10-13,Standard Twin Room,61,USD,,Room Only,654
2026-09-24 19:37:00,ibis budget Auckland Central,2026-09-26,Double Studio,64,USD,,Room Only,192
2026-09-24 19:37:00,ibis budget Auckland Central,2026-10-03,Double Studio,65,USD,,Room Only,431
2026-09-24 19:37:00,ibis budget Auckland Central,2026-10-06,Double Studio,51,USD,,Room Only,479
2026-09-24 19:37:00,ibis budget Auckland Central,2026-10-13,Double Studio,58,USD,,Room Only,503
2026-09-24 19:37:00,The Quadrant Hotel & Suites Auckland,2026-09-26,Classic One Bedroom Apartment,132,USD,,Room Only,45
2026-09-24 19:37:00,The Quadrant Hotel & Suites Auckland,2026-10-03,Classic One Bedroom Apartment,82,USD,,Room Only,89
2026-09-24 19:37:00,The Quadrant Hotel & Suites Auckland,2026-10-06,Deluxe Queen Studio,62,USD,,Room Only,232
2026-09-24 19:37:00,The Quadrant Hotel & Suites Auckland,2026-10-13,Deluxe Queen Studio,55,USD,,Room Only,297
2026-09-24 19:37:00,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",81,USD,,Room Only,110
2026-09-24 19:37:00,Copthorne Hotel Auckland City,2026-10-03,Suite 1 King,83,USD,,Room Only,362
2026-09-24 19:37:00,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",62,USD,,Room Only,447
2026-09-24 19:37:00,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",57,USD,,Room Only,295
2026-09-24 19:37:00,Albion Hotel Auckland,2026-09-26,Standard Double Room,60,USD,,Room Only,48
2026-09-24 19:37:00,Albion Hotel Auckland,2026-10-03,Triple Studio,70,USD,,Room Only,113
2026-09-24 19:37:00,Albion Hotel Auckland,2026-10-06,Standard Double Room,47,USD,,Room Only,145
2026-09-24 19:37:00,Albion Hotel Auckland,2026-10-13,Standard Double Room,47,USD,,Room Only,116
2026-09-24 19:37:00,Ascotia Off Queen Auckland,2026-09-26,Queen Room,69,USD,,Room Only,119
2026-09-24 19:37:00,Ascotia Off Queen Auckland,2026-10-03,Standard King Room,67,USD,,Room Only,163
2026-09-24 19:37:00,Ascotia Off Queen Auckland,2026-10-06,Standard King Room,46,USD,,Room Only,238
2026-09-24 19:37:00,Ascotia Off Queen Auckland,2026-10-13,Queen Room,59,USD,,Room Only,277
2026-09-24 19:37:00,Abstract Hotel,2026-09-26,Studio,72,USD,,Room Only,118
2026-09-24 19:37:00,Abstract Hotel,2026-10-03,Cozy Studio,84,USD,,Room Only,173
2026-09-24 19:37:00,Abstract Hotel,2026-10-06,Cozy Studio,61,USD,,Room Only,170
2026-09-24 19:37:00,Abstract Hotel,2026-10-13,Cozy Studio,61,USD,,Room Only,176
2026-09-24 19:37:00,Edit Auckland Central,2026-09-26,Snug,74,USD,,Room Only,498
2026-09-24 19:37:00,Edit Auckland Central,2026-10-03,Snug,74,USD,,Room Only,541
2026-09-24 19:37:00,Edit Auckland Central,2026-10-06,STUDIO Snug,53,USD,,Room Only,736
2026-09-24 19:37:00,Edit Auckland Central,2026-10-13,STUDIO Snug,53,USD,,Room Only,535
