ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-24 20:07:00,VR Auckland City,2026-09-26,Studio Apartment,105,USD,,Room Only,38
2026-09-24 20:07:00,VR Auckland City,2026-10-03,Studio Apartment,83,USD,,Room Only,97
2026-09-24 20:07:00,VR Auckland City,2026-10-06,Studio Apartment,69,USD,,Room Only,131
2026-09-24 20:07:00,VR Auckland City,2026-10-13,Studio Apartment,58,USD,,Room Only,143
2026-09-24 20:07:00,Shakespeare Hotel Auckland,2026-10-03,"Double Room, 1 Queen Bed",58,USD,,Room Only,32
2026-09-24 20:07:00,Shakespeare Hotel Auckland,2026-10-06,Double Room,56,USD,,Room Only,28
2026-09-24 20:07:00,Shakespeare Hotel Auckland,2026-10-13,Double Room,50,USD,,Room Only,40
2026-09-24 20:07:00,Auckland City Hotel,2026-09-26,Standard Twin Room,66,USD,,Room Only,190
2026-09-24 20:07:00,Auckland City Hotel,2026-10-03,Standard Twin Room,62,USD,,Room Only,256
2026-09-24 20:07:00,Auckland City Hotel,2026-10-06,Standard Twin Room,66,USD,,Room Only,737
2026-09-24 20:07:00,Auckland City Hotel,2026-10-13,Standard Twin Room,61,USD,,Room Only,523
2026-09-24 20:07:00,ibis budget Auckland Central,2026-09-26,Double Studio,64,USD,,Room Only,183
2026-09-24 20:07:00,ibis budget Auckland Central,2026-10-03,Double Studio,65,USD,,Room Only,426
2026-09-24 20:07:00,ibis budget Auckland Central,2026-10-06,Double Studio,51,USD,,Room Only,479
2026-09-24 20:07:00,ibis budget Auckland Central,2026-10-13,Double Studio,58,USD,,Room Only,471
2026-09-24 20:07:00,The Quadrant Hotel & Suites Auckland,2026-09-26,Classic One Bedroom Apartment,132,USD,,Room Only,45
2026-09-24 20:07:00,The Quadrant Hotel & Suites Auckland,2026-10-03,Classic One Bedroom Apartment,82,USD,,Room Only,101
2026-09-24 20:07:00,The Quadrant Hotel & Suites Auckland,2026-10-06,Deluxe Queen Studio,62,USD,,Room Only,250
2026-09-24 20:07:00,The Quadrant Hotel & Suites Auckland,2026-10-13,Deluxe Queen Studio,55,USD,,Room Only,262
2026-09-24 20:07:00,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",81,USD,,Room Only,123
2026-09-24 20:07:00,Copthorne Hotel Auckland City,2026-10-03,Suite 1 King,83,USD,,Room Only,376
2026-09-24 20:07:00,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",62,USD,,Room Only,410
2026-09-24 20:07:00,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",57,USD,,Room Only,283
2026-09-24 20:07:00,Albion Hotel Auckland,2026-09-26,Standard Double Room,60,USD,,Room Only,53
2026-09-24 20:07:00,Albion Hotel Auckland,2026-10-03,Triple Studio,70,USD,,Room Only,119
2026-09-24 20:07:00,Albion Hotel Auckland,2026-10-06,Standard Double Room,47,USD,,Room Only,145
2026-09-24 20:07:00,Albion Hotel Auckland,2026-10-13,Standard Double Room,47,USD,,Room Only,116
2026-09-24 20:07:00,Ascotia Off Queen Auckland,2026-09-26,Queen Room,70,USD,,Room Only,122
2026-09-24 20:07:00,Ascotia Off Queen Auckland,2026-10-03,Standard King Room,67,USD,,Room Only,167
2026-09-24 20:07:00,Ascotia Off Queen Auckland,2026-10-06,Standard King Room,46,USD,,Room Only,242
2026-09-24 20:07:00,Ascotia Off Queen Auckland,2026-10-13,Queen Room,59,USD,,Room Only,277
2026-09-24 20:07:00,Abstract Hotel,2026-09-26,Studio,72,USD,,Room Only,112
2026-09-24 20:07:00,Abstract Hotel,2026-10-03,Cozy Studio,84,USD,,Room Only,180
2026-09-24 20:07:00,Abstract Hotel,2026-10-06,Cozy Studio,61,USD,,Room Only,158
2026-09-24 20:07:00,Abstract Hotel,2026-10-13,Cozy Studio,61,USD,,Room Only,170
2026-09-24 20:07:00,Edit Auckland Central,2026-09-26,Snug,74,USD,,Room Only,495
2026-09-24 20:07:00,Edit Auckland Central,2026-10-03,Snug,74,USD,,Room Only,569
2026-09-24 20:07:00,Edit Auckland Central,2026-10-06,STUDIO Snug,53,USD,,Room Only,674
2026-09-24 20:07:00,Edit Auckland Central,2026-10-13,STUDIO Snug,53,USD,,Room Only,538
