ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-25 01:37:00,VR Auckland City,2026-09-26,Studio Apartment,105,USD,,Room Only,29
2026-09-25 01:37:00,VR Auckland City,2026-10-03,Studio Apartment,83,USD,,Room Only,98
2026-09-25 01:37:00,VR Auckland City,2026-10-06,Studio Apartment,69,USD,,Room Only,111
2026-09-25 01:37:00,VR Auckland City,2026-10-13,Studio Apartment,58,USD,,Room Only,111
2026-09-25 01:37:00,Shakespeare Hotel Auckland,2026-10-03,"Double Room, 1 Queen Bed",57,USD,,Room Only,28
2026-09-25 01:37:00,Shakespeare Hotel Auckland,2026-10-06,Double Room,56,USD,,Room Only,28
2026-09-25 01:37:00,Shakespeare Hotel Auckland,2026-10-13,Double Room,50,USD,,Room Only,37
2026-09-25 01:37:00,Auckland City Hotel,2026-09-26,Standard Twin Room,69,USD,,Room Only,97
2026-09-25 01:37:00,Auckland City Hotel,2026-10-03,Standard Twin Room,68,USD,,Room Only,257
2026-09-25 01:37:00,Auckland City Hotel,2026-10-06,Standard Twin Room,66,USD,,Room Only,622
2026-09-25 01:37:00,Auckland City Hotel,2026-10-13,Standard Twin Room,61,USD,,Room Only,648
2026-09-25 01:37:00,ibis budget Auckland Central,2026-09-26,Double Studio,64,USD,,Room Only,179
2026-09-25 01:37:00,ibis budget Auckland Central,2026-10-03,Double Studio,66,USD,,Room Only,445
2026-09-25 01:37:00,ibis budget Auckland Central,2026-10-06,Double Studio,51,USD,,Room Only,456
2026-09-25 01:37:00,ibis budget Auckland Central,2026-10-13,Double Studio,59,USD,,Room Only,460
2026-09-25 01:37:00,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",86,USD,,Room Only,123
2026-09-25 01:37:00,Copthorne Hotel Auckland City,2026-10-03,"Superior Room, 1 King Bed",83,USD,,Room Only,382
2026-09-25 01:37:00,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",61,USD,,Room Only,412
2026-09-25 01:37:00,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",56,USD,,Room Only,247
2026-09-25 01:37:00,Albion Hotel Auckland,2026-09-26,Standard Double Room,60,USD,,Room Only,44
2026-09-25 01:37:00,Albion Hotel Auckland,2026-10-03,Triple Studio,70,USD,,Room Only,123
2026-09-25 01:37:00,Albion Hotel Auckland,2026-10-06,Standard Double Room,47,USD,,Room Only,121
2026-09-25 01:37:00,Albion Hotel Auckland,2026-10-13,Standard Double Room,53,USD,,Room Only,104
2026-09-25 01:37:00,Ascotia Off Queen Auckland,2026-09-26,Queen Room,57,USD,,Room Only,121
2026-09-25 01:37:00,Ascotia Off Queen Auckland,2026-10-03,Standard King Room,67,USD,,Room Only,165
2026-09-25 01:37:00,Ascotia Off Queen Auckland,2026-10-06,Standard King Room,46,USD,,Room Only,179
2026-09-25 01:37:00,Ascotia Off Queen Auckland,2026-10-13,Queen Room,42,USD,,Room Only,274
2026-09-25 01:37:00,Abstract Hotel,2026-09-26,Cozy Studio,82,USD,,Room Only,114
2026-09-25 01:37:00,Abstract Hotel,2026-10-03,Cozy Studio,84,USD,,Room Only,170
2026-09-25 01:37:00,Abstract Hotel,2026-10-06,Cozy Studio,61,USD,,Room Only,185
2026-09-25 01:37:00,Abstract Hotel,2026-10-13,Cozy Studio,61,USD,,Room Only,188
2026-09-25 01:37:00,Edit Auckland Central,2026-09-26,STUDIO Snug,73,USD,,Room Only,315
2026-09-25 01:37:00,Edit Auckland Central,2026-10-03,Corporate King,81,USD,,Room Only,412
2026-09-25 01:37:00,Edit Auckland Central,2026-10-06,STUDIO Snug,53,USD,,Room Only,557
2026-09-25 01:37:00,Edit Auckland Central,2026-10-13,STUDIO Snug,53,USD,,Room Only,474
