ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-26 01:22:00,VR Auckland City,2026-09-26,Studio Apartment,87,USD,,Room Only,22
2026-09-26 01:22:00,VR Auckland City,2026-10-03,Studio Apartment,94,USD,,Room Only,53
2026-09-26 01:22:00,VR Auckland City,2026-10-06,Studio Apartment,69,USD,,Room Only,119
2026-09-26 01:22:00,VR Auckland City,2026-10-13,Studio Apartment,58,USD,,Room Only,125
2026-09-26 01:22:00,Shakespeare Hotel Auckland,2026-10-03,"Double Room, 1 Queen Bed",57,USD,,Room Only,30
2026-09-26 01:22:00,Shakespeare Hotel Auckland,2026-10-06,Double Room,56,USD,,Room Only,28
2026-09-26 01:22:00,Shakespeare Hotel Auckland,2026-10-13,Double Room,50,USD,,Room Only,38
2026-09-26 01:22:00,Auckland City Hotel,2026-10-03,Standard Twin Room,68,USD,,Room Only,233
2026-09-26 01:22:00,Auckland City Hotel,2026-10-06,Standard Twin Room,66,USD,,Room Only,795
2026-09-26 01:22:00,Auckland City Hotel,2026-10-13,Standard Queen Room,61,USD,,Room Only,622
2026-09-26 01:22:00,ibis budget Auckland Central,2026-10-03,Double Studio,65,USD,,Room Only,471
2026-09-26 01:22:00,ibis budget Auckland Central,2026-10-06,Double Studio,51,USD,,Room Only,437
2026-09-26 01:22:00,ibis budget Auckland Central,2026-10-13,Double Studio,58,USD,,Room Only,438
2026-09-26 01:22:00,The Quadrant Hotel & Suites Auckland,2026-09-26,Classic One Bedroom Apartment,102,USD,,Room Only,35
2026-09-26 01:22:00,The Quadrant Hotel & Suites Auckland,2026-10-03,Classic One Bedroom Apartment,84,USD,,Room Only,115
2026-09-26 01:22:00,The Quadrant Hotel & Suites Auckland,2026-10-06,Deluxe Queen Studio,73,USD,,Room Only,268
2026-09-26 01:22:00,The Quadrant Hotel & Suites Auckland,2026-10-13,Deluxe Queen Studio,57,USD,,Room Only,323
2026-09-26 01:22:00,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",85,USD,,Room Only,113
2026-09-26 01:22:00,Copthorne Hotel Auckland City,2026-10-03,Suite 1 King,83,USD,,Room Only,365
2026-09-26 01:22:00,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",62,USD,,Room Only,468
2026-09-26 01:22:00,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",56,USD,,Room Only,308
2026-09-26 01:22:00,Albion Hotel Auckland,2026-09-26,Standard Double Room,53,USD,,Room Only,51
2026-09-26 01:22:00,Albion Hotel Auckland,2026-10-03,Triple Studio,70,USD,,Room Only,142
2026-09-26 01:22:00,Albion Hotel Auckland,2026-10-06,Standard Double Room,47,USD,,Room Only,134
2026-09-26 01:22:00,Albion Hotel Auckland,2026-10-13,Standard Double Room,47,USD,,Room Only,146
2026-09-26 01:22:00,Ascotia Off Queen Auckland,2026-09-26,Standard King Room,72,USD,,Room Only,90
2026-09-26 01:22:00,Ascotia Off Queen Auckland,2026-10-03,Queen Room,54,USD,,Room Only,214
2026-09-26 01:22:00,Ascotia Off Queen Auckland,2026-10-06,Standard King Room,46,USD,,Room Only,261
2026-09-26 01:22:00,Ascotia Off Queen Auckland,2026-10-13,Queen Room,42,USD,,Room Only,340
2026-09-26 01:22:00,Abstract Hotel,2026-09-26,Cozy Studio,68,USD,,Room Only,103
2026-09-26 01:22:00,Abstract Hotel,2026-10-03,Cozy Studio,84,USD,,Room Only,153
2026-09-26 01:22:00,Abstract Hotel,2026-10-06,Cozy Studio,61,USD,,Room Only,151
2026-09-26 01:22:00,Abstract Hotel,2026-10-13,Cozy Studio,61,USD,,Room Only,163
2026-09-26 01:22:00,Edit Auckland Central,2026-09-26,Standard Studio King,75,USD,,Room Only,271
2026-09-26 01:22:00,Edit Auckland Central,2026-10-03,STUDIO Corporate King,79,USD,,Room Only,476
2026-09-26 01:22:00,Edit Auckland Central,2026-10-06,Standard Studio King,57,USD,,Room Only,638
2026-09-26 01:22:00,Edit Auckland Central,2026-10-13,STUDIO Corporate King,60,USD,,Room Only,562
