ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-21 07:09:16,VR Queen Street Auckland,2026-09-26,Standard King Room,78,USD,False,Room Only,30
2026-09-21 07:09:16,VR Queen Street Auckland,2026-10-03,Compact Single Room,77,USD,False,Room Only,53
2026-09-21 07:09:16,VR Queen Street Auckland,2026-10-06,Compact Single Room,53,USD,False,Room Only,47
2026-09-21 07:09:16,VR Queen Street Auckland,2026-10-13,Compact Single Room,45,USD,False,Room Only,65
2026-09-21 07:09:16,VR Auckland City,2026-09-26,Studio Apartment,102,USD,False,Room Only,27
2026-09-21 07:09:16,VR Auckland City,2026-10-03,Studio Apartment,79,USD,False,Room Only,27
2026-09-21 07:09:16,VR Auckland City,2026-10-06,Studio Apartment,70,USD,False,Room Only,31
2026-09-21 07:09:16,VR Auckland City,2026-10-13,Studio Apartment,58,USD,False,Room Only,28
2026-09-21 07:09:16,Shakespeare Hotel Auckland,2026-09-26,Double Room,232,USD,False,Room Only,62
2026-09-21 07:09:16,Shakespeare Hotel Auckland,2026-10-03,Triple Room,294,USD,False,Room Only,39
2026-09-21 07:09:16,Shakespeare Hotel Auckland,2026-10-06,Triple Room,166,USD,False,Room Only,58
2026-09-21 07:09:16,Shakespeare Hotel Auckland,2026-10-13,Triple Room,183,USD,False,Room Only,78
2026-09-21 07:09:16,Auckland City Hotel,2026-09-26,Standard Twin Room,65,USD,False,Room Only,70
2026-09-21 07:09:16,Auckland City Hotel,2026-10-03,Standard Queen Room,68,USD,False,Room Only,68
2026-09-21 07:09:16,Auckland City Hotel,2026-10-06,Standard Queen Room,68,USD,False,Room Only,75
2026-09-21 07:09:16,Auckland City Hotel,2026-10-13,Standard Twin Room,63,USD,False,Room Only,79
2026-09-21 07:09:16,ibis budget Auckland Central,2026-09-26,Double Studio,62,USD,False,Room Only,16
2026-09-21 07:09:16,ibis budget Auckland Central,2026-10-03,Double Studio,65,USD,False,Room Only,34
2026-09-21 07:09:16,ibis budget Auckland Central,2026-10-06,Double Studio,51,USD,False,Room Only,30
2026-09-21 07:09:16,ibis budget Auckland Central,2026-10-13,Twin Studio,60,USD,False,Room Only,24
2026-09-21 07:09:16,The Quadrant Hotel & Suites Auckland,2026-09-26,Deluxe Queen Studio,72,USD,False,Room Only,32
2026-09-21 07:09:16,The Quadrant Hotel & Suites Auckland,2026-10-03,Deluxe Queen Studio,78,USD,False,Room Only,32
2026-09-21 07:09:16,The Quadrant Hotel & Suites Auckland,2026-10-06,Deluxe Queen Studio,65,USD,False,Room Only,44
2026-09-21 07:09:16,The Quadrant Hotel & Suites Auckland,2026-10-13,Classic One Bedroom Apartment,56,USD,False,Room Only,48
2026-09-21 07:09:16,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",97,USD,True,Room Only,12
2026-09-21 07:09:16,Copthorne Hotel Auckland City,2026-10-03,"Superior Room, 1 King Bed",88,USD,False,Room Only,55
2026-09-21 07:09:16,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",63,USD,False,Room Only,55
2026-09-21 07:09:16,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",64,USD,False,Room Only,32
2026-09-21 07:09:16,Albion Hotel Auckland,2026-09-26,Standard Double Room,61,USD,True,Room Only,8
2026-09-21 07:09:16,Albion Hotel Auckland,2026-10-03,Triple Studio,72,USD,False,Room Only,24
2026-09-21 07:09:16,Albion Hotel Auckland,2026-10-06,Standard Double Room,48,USD,False,Room Only,26
2026-09-21 07:09:16,Albion Hotel Auckland,2026-10-13,Standard Double Room,48,USD,False,Room Only,24
2026-09-21 07:09:16,Ascotia Off Queen Auckland,2026-09-26,Queen Room,77,USD,True,Room Only,37
2026-09-21 07:09:16,Ascotia Off Queen Auckland,2026-10-03,Standard King Room,59,USD,True,Room Only,34
2026-09-21 07:09:16,Ascotia Off Queen Auckland,2026-10-06,Twin Room,61,USD,True,Room Only,32
2026-09-21 07:09:16,Ascotia Off Queen Auckland,2026-10-13,Queen Room,56,USD,True,Room Only,46
2026-09-21 07:09:16,Abstract Hotel,2026-09-26,Accessible Studio,72,USD,False,Room Only,90
2026-09-21 07:09:16,Abstract Hotel,2026-10-03,Cozy Studio,85,USD,False,Room Only,71
2026-09-21 07:09:16,Abstract Hotel,2026-10-06,Little Lux Studio,63,USD,False,Room Only,76
2026-09-21 07:09:16,Abstract Hotel,2026-10-13,Cozy Studio,62,USD,False,Room Only,73
2026-09-21 07:09:16,Edit Auckland Central,2026-09-26,STUDIO Corporate King,81,USD,False,Room Only,65
2026-09-21 07:09:16,Edit Auckland Central,2026-10-03,STUDIO Snug,58,USD,False,Room Only,106
2026-09-21 07:09:16,Edit Auckland Central,2026-10-06,STUDIO Snug,54,USD,False,Room Only,114
2026-09-21 07:09:16,Edit Auckland Central,2026-10-13,STUDIO Snug,54,USD,False,Room Only,91
