ts_utc,hotel,checkin,room,price,currency,cancelable,meal,n_plans
2026-09-24 22:52:00,VR Auckland City,2026-09-26,Studio Apartment,105,USD,,Room Only,35
2026-09-24 22:52:00,VR Auckland City,2026-10-03,Studio Apartment,83,USD,,Room Only,89
2026-09-24 22:52:00,VR Auckland City,2026-10-06,Studio Apartment,69,USD,,Room Only,111
2026-09-24 22:52:00,VR Auckland City,2026-10-13,Studio Apartment,58,USD,,Room Only,135
2026-09-24 22:52:00,Shakespeare Hotel Auckland,2026-10-03,"Double Room, 1 Queen Bed",58,USD,,Room Only,30
2026-09-24 22:52:00,Shakespeare Hotel Auckland,2026-10-06,Double Room,56,USD,,Room Only,28
2026-09-24 22:52:00,Shakespeare Hotel Auckland,2026-10-13,Double Room,50,USD,,Room Only,37
2026-09-24 22:52:00,Auckland City Hotel,2026-09-26,Standard Twin Room,65,USD,,Room Only,213
2026-09-24 22:52:00,Auckland City Hotel,2026-10-03,Standard Twin Room,68,USD,,Room Only,278
2026-09-24 22:52:00,Auckland City Hotel,2026-10-06,Standard Twin Room,66,USD,,Room Only,733
2026-09-24 22:52:00,Auckland City Hotel,2026-10-13,Standard Twin Room,61,USD,,Room Only,745
2026-09-24 22:52:00,ibis budget Auckland Central,2026-09-26,Double Studio,63,USD,,Room Only,249
2026-09-24 22:52:00,ibis budget Auckland Central,2026-10-03,Double Studio,65,USD,,Room Only,419
2026-09-24 22:52:00,ibis budget Auckland Central,2026-10-06,Double Studio,51,USD,,Room Only,450
2026-09-24 22:52:00,ibis budget Auckland Central,2026-10-13,Double Studio,58,USD,,Room Only,512
2026-09-24 22:52:00,The Quadrant Hotel & Suites Auckland,2026-09-26,Classic One Bedroom Apartment,131,USD,,Room Only,54
2026-09-24 22:52:00,The Quadrant Hotel & Suites Auckland,2026-10-03,Classic One Bedroom Apartment,82,USD,,Room Only,91
2026-09-24 22:52:00,The Quadrant Hotel & Suites Auckland,2026-10-06,Deluxe Queen Studio,62,USD,,Room Only,251
2026-09-24 22:52:00,The Quadrant Hotel & Suites Auckland,2026-10-13,Deluxe Queen Studio,57,USD,,Room Only,328
2026-09-24 22:52:00,Copthorne Hotel Auckland City,2026-09-26,"Superior Room, 1 King Bed",86,USD,,Room Only,114
2026-09-24 22:52:00,Copthorne Hotel Auckland City,2026-10-03,"Superior Room, 1 King Bed",83,USD,,Room Only,397
2026-09-24 22:52:00,Copthorne Hotel Auckland City,2026-10-06,"Superior Room, 1 King Bed",62,USD,,Room Only,419
2026-09-24 22:52:00,Copthorne Hotel Auckland City,2026-10-13,"Superior Room, 2 Double Beds",56,USD,,Room Only,253
2026-09-24 22:52:00,Albion Hotel Auckland,2026-09-26,Standard Double Room,60,USD,,Room Only,47
2026-09-24 22:52:00,Albion Hotel Auckland,2026-10-03,Triple Studio,70,USD,,Room Only,112
2026-09-24 22:52:00,Albion Hotel Auckland,2026-10-06,Standard Double Room,47,USD,,Room Only,124
2026-09-24 22:52:00,Albion Hotel Auckland,2026-10-13,Standard Double Room,47,USD,,Room Only,106
2026-09-24 22:52:00,Ascotia Off Queen Auckland,2026-09-26,Queen Room,71,USD,,Room Only,103
2026-09-24 22:52:00,Ascotia Off Queen Auckland,2026-10-03,Standard King Room,67,USD,,Room Only,181
2026-09-24 22:52:00,Ascotia Off Queen Auckland,2026-10-06,Standard King Room,46,USD,,Room Only,188
2026-09-24 22:52:00,Ascotia Off Queen Auckland,2026-10-13,Queen Room,59,USD,,Room Only,304
2026-09-24 22:52:00,Abstract Hotel,2026-09-26,Cozy Studio,82,USD,,Room Only,110
2026-09-24 22:52:00,Abstract Hotel,2026-10-03,Cozy Studio,84,USD,,Room Only,168
2026-09-24 22:52:00,Abstract Hotel,2026-10-06,Cozy Studio,61,USD,,Room Only,170
2026-09-24 22:52:00,Abstract Hotel,2026-10-13,Cozy Studio,61,USD,,Room Only,163
2026-09-24 22:52:00,Edit Auckland Central,2026-09-26,STUDIO Snug,72,USD,,Room Only,485
2026-09-24 22:52:00,Edit Auckland Central,2026-10-03,STUDIO Snug,72,USD,,Room Only,552
2026-09-24 22:52:00,Edit Auckland Central,2026-10-06,STUDIO Snug,53,USD,,Room Only,766
2026-09-24 22:52:00,Edit Auckland Central,2026-10-13,STUDIO Snug,53,USD,,Room Only,590
